,AMZN,AMZN,AMZN,AMZN,AMZN
,open,high,low,close,volume
time,,,,,
2021-08-05 00:00:00-04:00,3356.63,3389.0,3340.92,3376.1,2164293
2021-08-06 00:00:00-04:00,3374.6,3375.0,3329.0374,3344.83,2382904
2021-08-09 00:00:00-04:00,3342.99,3354.88,3328.52,3341.33,1855088
2021-08-10 00:00:00-04:00,3346.03,3358.0,3315.0,3321.32,2216562
2021-08-11 00:00:00-04:00,3331.01,3337.7,3277.79,3292.22,2751447
2021-08-12 00:00:00-04:00,3292.68,3314.51,3269.67,3302.7,2060437
2021-08-13 00:00:00-04:00,3306.02,3306.065,3283.0,3293.96,1935404
2021-08-16 00:00:00-04:00,3285.36,3300.0,3211.13,3299.0,3161538
2021-08-17 00:00:00-04:00,3277.5,3280.49,3225.68,3241.96,3062266
2021-08-18 00:00:00-04:00,3241.97,3254.0974,3200.0,3201.21,2669493
2021-08-19 00:00:00-04:00,3196.76,3233.0,3182.4636,3186.47,3280697
2021-08-20 00:00:00-04:00,3196.98,3207.81,3175.76,3199.06,3021649
2021-08-23 00:00:00-04:00,3213.85,3280.9,3210.005,3265.97,2704932
2021-08-24 00:00:00-04:00,3281.0,3315.4941,3274.58,3306.04,2246936
2021-08-25 00:00:00-04:00,3311.0,3321.0,3286.15,3299.99,1457942
2021-08-26 00:00:00-04:00,3299.15,3332.0,3296.0,3315.47,1898916
2021-08-27 00:00:00-04:00,3332.51,3352.32,3313.75,3349.05,2033936
2021-08-30 00:00:00-04:00,3356.03,3445.0,3355.22,3421.14,2907146
2021-08-31 00:00:00-04:00,3424.94,3472.58,3395.59,3472.49,2915452
2021-09-01 00:00:00-04:00,3494.6,3527.0,3475.24,3479.58,3354386
2021-09-02 00:00:00-04:00,3495.0,3511.9607,3455.0,3463.4,2728552
2021-09-03 00:00:00-04:00,3453.55,3482.67,3436.44,3478.77,2363084
2021-09-07 00:00:00-04:00,3477.97,3528.09,3476.94,3509.14,2534415
2021-09-08 00:00:00-04:00,3511.99,3545.63,3495.67,3525.69,2732932
2021-09-09 00:00:00-04:00,3526.38,3549.99,3480.37,3485.3,2499697
2021-09-10 00:00:00-04:00,3497.0,3508.45,3462.9055,3470.39,2183227
2021-09-13 00:00:00-04:00,3485.99,3497.96,3438.0,3455.96,1996196
2021-09-14 00:00:00-04:00,3475.55,3486.806,3437.7104,3450.055,1639262
2021-09-15 00:00:00-04:00,3443.66,3485.42,3402.01,3475.38,2626210
2021-09-16 00:00:00-04:00,3459.0,3492.55,3446.1433,3488.56,2186117
2021-09-17 00:00:00-04:00,3491.17,3497.41,3452.13,3462.56,2987320
2021-09-20 00:00:00-04:00,3394.0,3419.0,3305.01,3356.13,3924391
2021-09-21 00:00:00-04:00,3377.72,3379.7,3332.39,3344.33,2543787
2021-09-22 00:00:00-04:00,3348.41,3389.0,3341.05,3381.1,2135549
2021-09-23 00:00:00-04:00,3383.01,3428.96,3380.05,3415.99,2148171
2021-09-24 00:00:00-04:00,3402.31,3429.26,3393.4,3426.563,1861700
2021-09-27 00:00:00-04:00,3374.01,3415.57,3339.61,3406.69,3254302
2021-09-28 00:00:00-04:00,3357.5,3369.19,3290.1,3315.96,3909414
2021-09-29 00:00:00-04:00,3326.02,3351.3,3297.87,3302.75,2306955
2021-09-30 00:00:00-04:00,3315.25,3327.85,3273.99,3286.61,2349154
2021-10-01 00:00:00-04:00,3289.01,3309.1746,3255.94,3283.17,2513022
2021-10-04 00:00:00-04:00,3278.75,3279.99,3176.25,3191.7,4034895
2021-10-05 00:00:00-04:00,3204.12,3260.73,3202.464,3220.99,2672848
2021-10-06 00:00:00-04:00,3213.53,3264.34,3198.62,3263.2,2186146
2021-10-07 00:00:00-04:00,3289.53,3325.746,3283.06,3302.43,2131959
2021-10-08 00:00:00-04:00,3316.08,3321.43,3288.2,3290.57,1708132
2021-10-11 00:00:00-04:00,3272.41,3292.5898,3238.1,3245.15,1825823
2021-10-12 00:00:00-04:00,3259.415,3267.528,3236.28,3247.33,1528207
2021-10-13 00:00:00-04:00,3269.0,3288.38,3261.0889,3285.0,1883098
2021-10-14 00:00:00-04:00,3303.33,3312.6,3290.78,3299.88,1689460
2021-10-15 00:00:00-04:00,3306.5,3410.42,3304.0,3409.23,4829856
2021-10-18 00:00:00-04:00,3387.38,3449.17,3385.1,3446.01,2752493
2021-10-19 00:00:00-04:00,3433.51,3454.69,3422.0,3444.47,2037937
2021-10-20 00:00:00-04:00,3452.99,3462.86,3400.37,3414.83,1893606
2021-10-21 00:00:00-04:00,3414.25,3440.28,3403.0,3435.01,1593944
2021-10-22 00:00:00-04:00,3421.25,3429.84,3331.3,3335.52,2761493
2021-10-25 00:00:00-04:00,3336.47,3347.7998,3297.7,3322.4,1894014
2021-10-26 00:00:00-04:00,3350.01,3416.12,3343.98,3375.89,2372879
2021-10-27 00:00:00-04:00,3389.83,3437.0,3371.4534,3393.325,2366378
2021-10-28 00:00:00-04:00,3400.43,3479.0,3386.0,3444.5,4040885
2021-10-29 00:00:00-04:00,3300.03,3374.82,3273.32,3372.43,5462617
2021-11-01 00:00:00-04:00,3366.04,3375.86,3292.02,3317.99,3317329
2021-11-02 00:00:00-04:00,3317.5,3331.115,3283.55,3313.17,2364950
2021-11-03 00:00:00-04:00,3310.46,3394.92,3297.52,3384.0,3051730
2021-11-04 00:00:00-04:00,3371.29,3498.625,3365.0,3477.04,5077538
2021-11-05 00:00:00-04:00,3478.05,3566.25,3476.98,3516.64,4575142
2021-11-08 00:00:00-05:00,3522.0,3579.0,3487.86,3487.89,2763443
2021-11-09 00:00:00-05:00,3515.75,3593.77,3501.425,3577.65,3802632
2021-11-10 00:00:00-05:00,3562.01,3605.45,3463.09,3482.1067,3695442
2021-11-11 00:00:00-05:00,3514.74,3543.24,3467.47,3472.46,2087255
2021-11-12 00:00:00-05:00,3488.89,3540.7263,3447.05,3525.97,2316171
2021-11-15 00:00:00-05:00,3538.045,3593.88,3525.81,3545.69,2370404
2021-11-16 00:00:00-05:00,3539.0,3576.5,3525.1465,3540.7,1878273
2021-11-17 00:00:00-05:00,3565.95,3587.245,3545.35,3548.86,2332560
2021-11-18 00:00:00-05:00,3565.37,3704.2,3561.0,3696.07,5321191
2021-11-19 00:00:00-05:00,3709.13,3762.145,3675.72,3676.82,4430795
2021-11-22 00:00:00-05:00,3675.32,3713.455,3567.5,3572.83,4350171
2021-11-23 00:00:00-05:00,3585.65,3621.05,3527.71,3580.56,3204323
2021-11-24 00:00:00-05:00,3562.45,3613.64,3536.85,3579.08,2083294
