,SPY,SPY,SPY,SPY,SPY
,open,high,low,close,volume
time,,,,,
2017-12-06 00:00:00-05:00,262.87,263.73,262.71,263.21,40844621
2017-12-07 00:00:00-05:00,263.09,264.43,262.94,264.04,40146879
2017-12-08 00:00:00-05:00,265.01,265.52,264.72,265.49,41139547
2017-12-11 00:00:00-05:00,265.57,266.38,265.49,266.34,38104278
2017-12-12 00:00:00-05:00,266.59,267.32,266.345,266.79,46482549
2017-12-13 00:00:00-05:00,267.06,267.56,266.65,266.73,48961663
2017-12-14 00:00:00-05:00,267.12,267.22,265.6,265.67,57343318
2017-12-15 00:00:00-05:00,265.45,267.04,265.39,266.53,59269913
2017-12-18 00:00:00-05:00,268.08,268.6,267.98,268.18,45691370
2017-12-19 00:00:00-05:00,268.48,268.53,267.09,267.22,46990895
2017-12-20 00:00:00-05:00,268.25,268.33,266.69,267.04,42133908
2017-12-21 00:00:00-05:00,267.73,268.385,267.3,267.57,34999954
2017-12-22 00:00:00-05:00,267.6,267.635,266.9,267.48,36604044
2017-12-26 00:00:00-05:00,267.06,267.39,266.885,267.17,24888478
2017-12-27 00:00:00-05:00,267.36,267.73,267.01,267.33,32573906
2017-12-28 00:00:00-05:00,267.85,267.92,267.45,267.86,23583584
2017-12-29 00:00:00-05:00,268.55,268.55,266.64,266.88,43875796
2018-01-02 00:00:00-05:00,267.84,268.81,267.4,268.8,50844678
2018-01-03 00:00:00-05:00,268.95,270.64,268.95,270.47,53141377
2018-01-04 00:00:00-05:00,271.21,272.16,271.1,271.63,47841096
2018-01-05 00:00:00-05:00,272.5,273.56,271.95,273.39,45782622
2018-01-08 00:00:00-05:00,273.31,274.1,272.98,273.93,33627800
2018-01-09 00:00:00-05:00,274.4,275.25,274.09,274.53,40421422
2018-01-10 00:00:00-05:00,273.69,274.42,272.92,274.1,41575815
2018-01-11 00:00:00-05:00,274.75,276.09,274.56,276.08,39159808
2018-01-12 00:00:00-05:00,276.42,278.11,276.27,277.91,53855427
2018-01-16 00:00:00-05:00,279.35,280.09,276.18,276.96,70240852
2018-01-17 00:00:00-05:00,278.04,280.05,277.19,279.61,62162956
2018-01-18 00:00:00-05:00,279.5,279.96,278.58,279.18,57402163
2018-01-19 00:00:00-05:00,279.8,280.4,279.14,280.38,55178145
2018-01-22 00:00:00-05:00,280.17,282.68,280.11,282.67,47776828
2018-01-23 00:00:00-05:00,282.74,283.62,282.37,283.26,53406595
2018-01-24 00:00:00-05:00,283.99,284.7,281.84,283.18,77334662
2018-01-25 00:00:00-05:00,284.16,284.27,282.405,283.28,51821059
2018-01-26 00:00:00-05:00,284.27,286.58,283.96,286.57,56613904
2018-01-29 00:00:00-05:00,285.97,286.43,284.5,284.68,60825439
2018-01-30 00:00:00-05:00,282.59,283.29,281.22,281.66,86366361
2018-01-31 00:00:00-05:00,282.73,283.3,280.68,281.91,76360186
2018-02-01 00:00:00-05:00,281.04,283.06,280.68,281.6,64693558
2018-02-02 00:00:00-05:00,280.08,280.23,275.41,275.52,121717871
2018-02-05 00:00:00-05:00,273.47,275.85,263.31,264.18,205971586
2018-02-06 00:00:00-05:00,259.99,269.7,254.12,269.18,232359323
2018-02-07 00:00:00-05:00,268.5,272.36,267.63,267.66,112819262
2018-02-08 00:00:00-05:00,267.97,268.17,257.59,257.72,156654099
2018-02-09 00:00:00-05:00,260.8,263.61,252.92,261.67,207357854
2018-02-12 00:00:00-05:00,263.87,267.01,261.88,265.26,99933794
2018-02-13 00:00:00-05:00,263.94,266.62,263.31,266.01,56891150
2018-02-14 00:00:00-05:00,264.47,270.0,263.97,269.71,86705860
2018-02-15 00:00:00-05:00,271.59,273.01,268.77,273.0,72021939
2018-02-16 00:00:00-05:00,272.31,275.32,272.27,273.09,76314679
2018-02-20 00:00:00-05:00,272.03,273.67,264.84,271.43,54829423
2018-02-21 00:00:00-05:00,271.9,274.72,269.98,270.0,67813909
2018-02-22 00:00:00-05:00,271.09,273.05,269.64,270.32,65771832
2018-02-23 00:00:00-05:00,271.81,274.7,271.25,274.69,54742759
2018-02-26 00:00:00-05:00,275.93,278.01,275.26,277.89,52845664
2018-02-27 00:00:00-05:00,278.11,278.92,274.36,274.38,69466207
2018-02-28 00:00:00-05:00,275.68,276.19,271.31,271.33,80872510
2018-03-01 00:00:00-05:00,271.41,273.17,266.0,267.73,131660848
2018-03-02 00:00:00-05:00,265.8,269.72,264.82,269.13,94402748
2018-03-05 00:00:00-05:00,267.73,272.89,267.61,272.21,65507643
2018-03-06 00:00:00-05:00,273.27,273.39,271.18,272.89,51979296
2018-03-07 00:00:00-05:00,270.44,273.18,270.2,272.8,64159156
2018-03-08 00:00:00-05:00,273.54,274.24,272.42,274.08,48124689
2018-03-09 00:00:00-05:00,275.7,278.85,275.34,278.82,61988372
2018-03-12 00:00:00-04:00,279.2,279.91,278.0801,278.5,44169227
2018-03-13 00:00:00-04:00,279.87,280.41,276.03,276.69,59188186
2018-03-14 00:00:00-04:00,277.81,278.02,274.67,275.27,67660149
2018-03-15 00:00:00-04:00,275.88,276.61,274.43,275.01,51163040
2018-03-16 00:00:00-04:00,274.48,275.39,274.16,274.19,43856748
2018-03-19 00:00:00-04:00,273.33,273.38,268.62,270.49,77851316
2018-03-20 00:00:00-04:00,270.93,271.67,270.18,270.94,38399686
2018-03-21 00:00:00-04:00,270.9,273.27,270.19,270.43,59831437
2018-03-22 00:00:00-04:00,267.91,268.87,263.36,263.67,105012105
2018-03-23 00:00:00-04:00,264.16,265.02,257.83,258.01,117338697
2018-03-26 00:00:00-04:00,262.13,265.43,259.41,265.17,88386559
2018-03-27 00:00:00-04:00,266.17,266.77,258.84,260.53,102512350
2018-03-28 00:00:00-04:00,260.75,262.64,258.58,259.84,105882176
2018-03-29 00:00:00-04:00,261.1,265.26,260.28,263.49,82896154
2018-04-02 00:00:00-04:00,262.56,263.13,254.67,257.53,126727740
2018-04-03 00:00:00-04:00,258.87,261.31,256.84,260.77,88849064
2018-04-04 00:00:00-04:00,256.73,264.355,256.6,263.83,95133231
2018-04-05 00:00:00-04:00,265.54,266.64,262.53,265.65,62798377
2018-04-06 00:00:00-04:00,263.42,265.11,258.0,259.8,125877631
2018-04-09 00:00:00-04:00,261.38,264.84,260.54,260.86,68296254
2018-04-10 00:00:00-04:00,264.27,266.04,262.98,265.14,82367232
2018-04-11 00:00:00-04:00,263.48,265.64,263.39,263.75,65639730
2018-04-12 00:00:00-04:00,265.26,267.0,263.7436,265.91,56993917
2018-04-13 00:00:00-04:00,267.41,267.54,264.01,265.16,64423982
2018-04-16 00:00:00-04:00,267.0,268.2,266.07,267.32,47200738
2018-04-17 00:00:00-04:00,269.34,270.87,267.3087,270.15,43925299
2018-04-18 00:00:00-04:00,270.69,271.3,269.87,270.37,38816394
2018-04-19 00:00:00-04:00,269.65,269.88,267.72,268.86,57829976
2018-04-20 00:00:00-04:00,268.81,269.06,265.61,266.63,63059766
2018-04-23 00:00:00-04:00,267.26,267.89,265.35,266.58,47669677
2018-04-24 00:00:00-04:00,267.72,267.9762,261.28,263.03,92784662
2018-04-25 00:00:00-04:00,262.91,264.13,260.85,263.57,70038158
2018-04-26 00:00:00-04:00,264.79,267.2452,264.29,266.31,50268533
2018-04-27 00:00:00-04:00,267.02,267.34,265.5,266.58,42807808
2018-04-30 00:00:00-04:00,267.24,267.89,264.43,264.45,54498462
2018-05-01 00:00:00-04:00,263.9,265.1,262.11,264.99,54741086
2018-05-02 00:00:00-04:00,264.76,265.68,262.76,263.2,57707909
2018-05-03 00:00:00-04:00,262.26,263.36,259.05,262.575,99237468
2018-05-04 00:00:00-04:00,261.48,266.7892,261.15,266.0,60836486
2018-05-07 00:00:00-04:00,266.9,268.02,266.11,266.9,41038098
2018-05-08 00:00:00-04:00,266.5,267.325,265.15,266.9,49927144
2018-05-09 00:00:00-04:00,267.68,269.865,267.09,269.44,45791251
2018-05-10 00:00:00-04:00,270.35,272.39,269.5404,272.01,47735546
2018-05-11 00:00:00-04:00,272.16,273.15,271.58,272.64,39420788
2018-05-14 00:00:00-04:00,273.34,274.08,272.36,272.92,39904030
2018-05-15 00:00:00-04:00,271.56,271.61,270.03,271.03,60612005
2018-05-16 00:00:00-04:00,271.11,272.76,271.1,272.21,35795468
2018-05-17 00:00:00-04:00,271.94,273.23,271.13,272.01,42955758
2018-05-18 00:00:00-04:00,271.62,272.03,270.93,271.34,38394595
2018-05-21 00:00:00-04:00,272.97,273.98,272.6,273.36,38373863
2018-05-22 00:00:00-04:00,273.96,274.25,272.24,272.56,39456475
2018-05-23 00:00:00-04:00,271.18,273.39,270.99,273.38,45201583
2018-05-24 00:00:00-04:00,272.92,273.22,270.78,272.85,51150719
2018-05-25 00:00:00-04:00,272.15,272.86,271.58,272.18,35476860
2018-05-29 00:00:00-04:00,270.31,271.17,267.76,269.1,80524183
2018-05-30 00:00:00-04:00,270.53,273.11,270.42,272.58,52248736
2018-05-31 00:00:00-04:00,272.16,272.49,270.255,270.74,63151207
2018-06-01 00:00:00-04:00,272.4,273.94,272.33,273.65,47904264
2018-06-04 00:00:00-04:00,274.52,275.185,274.26,274.9,34130417
2018-06-05 00:00:00-04:00,275.04,275.53,274.18,275.2,36061387
2018-06-06 00:00:00-04:00,275.81,277.52,275.09,277.5,42692098
2018-06-07 00:00:00-04:00,277.95,278.28,276.34,277.33,52005828
2018-06-08 00:00:00-04:00,276.85,278.25,276.66,278.2,43749957
2018-06-11 00:00:00-04:00,278.44,279.37,278.31,278.565,36491787
2018-06-12 00:00:00-04:00,279.03,279.33,278.19,278.98,46181857
2018-06-13 00:00:00-04:00,279.17,279.48,277.8,277.92,50645314
2018-06-14 00:00:00-04:00,279.01,279.33,278.0599,278.72,44782863
2018-06-15 00:00:00-04:00,276.6,277.51,275.35,277.2,59526413
2018-06-18 00:00:00-04:00,275.49,276.7,274.95,276.57,37265631
2018-06-19 00:00:00-04:00,274.0,275.75,273.53,275.51,60173577
2018-06-20 00:00:00-04:00,276.27,276.72,275.59,275.98,35048095
2018-06-21 00:00:00-04:00,275.96,275.98,273.68,274.23,52751183
2018-06-22 00:00:00-04:00,275.66,275.785,274.49,274.71,39703584
2018-06-25 00:00:00-04:00,273.44,273.6162,269.1,271.01,98130121
2018-06-26 00:00:00-04:00,271.64,272.56,270.79,271.55,55231458
2018-06-27 00:00:00-04:00,272.26,273.865,269.18,269.27,77192163
2018-06-28 00:00:00-04:00,269.29,271.75,268.49,270.95,60532404
2018-06-29 00:00:00-04:00,272.12,273.66,271.19,271.19,60807488
2018-07-02 00:00:00-04:00,269.51,272.04,269.24,271.94,48149141
2018-07-03 00:00:00-04:00,272.87,272.98,270.42,270.83,29950023
2018-07-05 00:00:00-04:00,272.16,273.18,270.96,273.09,41513039
2018-07-06 00:00:00-04:00,273.14,275.84,272.715,275.37,47009612
2018-07-09 00:00:00-04:00,276.55,277.96,276.5,277.89,32603309
2018-07-10 00:00:00-04:00,278.41,279.01,278.08,278.82,38072685
2018-07-11 00:00:00-04:00,277.14,278.04,276.52,276.91,56481952
2018-07-12 00:00:00-04:00,278.27,279.43,277.6,279.3,42796569
2018-07-13 00:00:00-04:00,279.19,279.93,278.66,279.57,37014795
2018-07-16 00:00:00-04:00,279.64,279.803,278.84,279.35,30340942
2018-07-17 00:00:00-04:00,278.47,280.91,278.41,280.5,39999168
2018-07-18 00:00:00-04:00,280.59,281.18,280.06,281.05,30022719
2018-07-19 00:00:00-04:00,280.31,280.74,279.46,280.01,44342606
2018-07-20 00:00:00-04:00,279.76,280.48,279.5,279.74,43292444
2018-07-23 00:00:00-04:00,279.45,280.43,279.06,280.24,34039725
2018-07-24 00:00:00-04:00,281.79,282.56,280.63,281.57,46684350
2018-07-25 00:00:00-04:00,281.33,284.37,281.28,284.13,50868250
2018-07-26 00:00:00-04:00,283.21,284.11,283.09,283.29,38319472
2018-07-27 00:00:00-04:00,283.71,283.82,280.38,281.46,57211361
2018-07-30 00:00:00-04:00,281.49,281.69,279.36,279.89,46935673
2018-07-31 00:00:00-04:00,280.81,282.02,280.38,281.22,48645613
2018-08-01 00:00:00-04:00,281.56,282.13,280.1315,280.92,40627557
2018-08-02 00:00:00-04:00,279.38,282.58,279.16,282.34,42491022
2018-08-03 00:00:00-04:00,282.53,283.65,282.33,283.64,34485363
2018-08-06 00:00:00-04:00,283.56,284.99,283.2015,284.68,29906355
2018-08-07 00:00:00-04:00,285.39,286.01,285.24,285.54,32455420
2018-08-08 00:00:00-04:00,285.39,285.91,284.94,285.42,29142601
2018-08-09 00:00:00-04:00,285.53,285.97,284.915,285.06,24338809
2018-08-10 00:00:00-04:00,283.45,284.055,282.36,283.12,56622478
2018-08-13 00:00:00-04:00,283.47,284.16,281.77,282.05,49247799
2018-08-14 00:00:00-04:00,282.92,284.17,282.4833,283.86,32906829
2018-08-15 00:00:00-04:00,282.38,282.54,280.16,281.76,76384638
2018-08-16 00:00:00-04:00,283.4,285.04,283.36,284.1,49048421
2018-08-17 00:00:00-04:00,283.83,285.5601,283.37,285.02,43630918
2018-08-20 00:00:00-04:00,285.57,285.97,285.06,285.71,27878971
2018-08-21 00:00:00-04:00,286.24,287.31,286.105,286.25,47719238
2018-08-22 00:00:00-04:00,285.88,286.76,285.575,286.2,32602524
2018-08-23 00:00:00-04:00,285.97,286.94,285.43,285.77,35732521
2018-08-24 00:00:00-04:00,286.44,287.67,286.38,287.5,40945048
2018-08-27 00:00:00-04:00,288.86,289.9,288.68,289.72,36802314
2018-08-28 00:00:00-04:00,290.3,290.4175,289.4,289.88,31369031
2018-08-29 00:00:00-04:00,290.16,291.74,289.8854,291.47,38873854
2018-08-30 00:00:00-04:00,290.94,291.36,289.63,290.24,46359182
2018-08-31 00:00:00-04:00,289.84,290.81,289.29,290.22,41574725
2018-09-04 00:00:00-04:00,289.84,290.21,288.68,289.87,43756351
2018-09-05 00:00:00-04:00,289.41,289.64,287.89,289.06,49432684
2018-09-06 00:00:00-04:00,289.15,289.49,287.0,288.2,50836252
2018-09-07 00:00:00-04:00,286.98,288.7,286.71,287.56,51317994
2018-09-10 00:00:00-04:00,288.76,289.04,287.88,288.09,32357518
2018-09-11 00:00:00-04:00,287.37,289.55,286.975,289.11,36335994
2018-09-12 00:00:00-04:00,289.06,289.8,288.23,289.16,46644377
2018-09-13 00:00:00-04:00,290.32,291.0384,289.995,290.82,38536035
2018-09-14 00:00:00-04:00,291.06,291.27,290.0,290.9,37322600
2018-09-17 00:00:00-04:00,290.82,290.86,289.03,289.34,43382137
2018-09-18 00:00:00-04:00,289.57,291.58,289.55,290.9,38573521
2018-09-19 00:00:00-04:00,290.97,291.69,290.825,291.25,34596543
2018-09-20 00:00:00-04:00,292.64,293.94,292.51,293.55,54097569
2018-09-21 00:00:00-04:00,293.09,293.22,291.81,292.01,45805544
2018-09-24 00:00:00-04:00,291.34,291.5,290.37,291.07,37585070
2018-09-25 00:00:00-04:00,291.53,291.65,290.4833,290.7,30128907
2018-09-26 00:00:00-04:00,290.92,292.24,289.41,289.84,53536102
2018-09-27 00:00:00-04:00,290.44,291.91,290.1,290.65,42099964
2018-09-28 00:00:00-04:00,289.99,291.28,289.95,290.61,49399177
2018-10-01 00:00:00-04:00,292.13,292.93,290.98,291.67,45685920
2018-10-02 00:00:00-04:00,291.56,292.355,291.14,291.57,36043833
2018-10-03 00:00:00-04:00,292.72,293.21,291.32,291.78,44874126
2018-10-04 00:00:00-04:00,291.18,291.24,287.66,289.47,85200164
2018-10-05 00:00:00-04:00,289.69,290.27,286.22,287.89,77118851
2018-10-08 00:00:00-04:00,287.04,288.22,285.5,287.8,67482921
2018-10-09 00:00:00-04:00,287.39,288.86,286.77,287.43,58656443
2018-10-10 00:00:00-04:00,286.83,286.91,277.88,278.17,151494009
2018-10-11 00:00:00-04:00,277.08,278.9,270.36,272.25,202752125
2018-10-12 00:00:00-04:00,276.77,277.09,272.37,276.01,130243220
2018-10-15 00:00:00-04:00,275.55,277.04,274.3,274.48,75385132
2018-10-16 00:00:00-04:00,276.57,280.82,276.07,280.3,75057478
2018-10-17 00:00:00-04:00,280.44,281.15,277.56,280.4,81740972
2018-10-18 00:00:00-04:00,279.4,280.07,274.97,276.47,106592503
2018-10-19 00:00:00-04:00,277.12,279.3,275.47,276.19,86816021
2018-10-22 00:00:00-04:00,277.0,277.36,274.41,275.06,64990700
2018-10-23 00:00:00-04:00,270.94,274.87,268.61,273.54,113790534
2018-10-24 00:00:00-04:00,273.33,273.76,264.7,265.22,130172487
2018-10-25 00:00:00-04:00,267.37,271.81,266.23,270.14,97215770
2018-10-26 00:00:00-04:00,265.92,271.0,262.29,265.29,161147868
2018-10-29 00:00:00-04:00,268.78,270.25,259.85,263.8,120705901
2018-10-30 00:00:00-04:00,263.67,268.12,263.12,267.81,122643325
2018-10-31 00:00:00-04:00,270.65,273.23,270.12,270.69,97427146
2018-11-01 00:00:00-04:00,271.62,273.73,270.38,273.51,72100016
2018-11-02 00:00:00-04:00,274.74,275.23,269.59,271.8,93545041
2018-11-05 00:00:00-05:00,272.44,274.01,271.35,273.38,55157537
2018-11-06 00:00:00-05:00,273.32,275.3,273.25,275.12,49731823
2018-11-07 00:00:00-05:00,277.56,281.1,275.1398,280.91,84960994
2018-11-08 00:00:00-05:00,280.14,281.22,279.22,280.44,49392193
2018-11-09 00:00:00-05:00,279.03,279.24,276.18,277.83,70577729
2018-11-12 00:00:00-05:00,277.15,277.46,271.99,272.49,78678065
2018-11-13 00:00:00-05:00,273.09,275.325,271.25,272.06,78846402
2018-11-14 00:00:00-05:00,274.16,274.61,268.4499,270.13,113944238
2018-11-15 00:00:00-05:00,268.78,273.54,267.0102,273.07,118131123
2018-11-16 00:00:00-05:00,271.79,276.0,271.21,273.68,107341090
2018-11-19 00:00:00-05:00,273.05,273.6176,266.748,269.08,86509084
2018-11-20 00:00:00-05:00,265.36,269.1,263.15,264.18,121173305
2018-11-21 00:00:00-05:00,265.86,267.15,264.2527,265.08,64743156
2018-11-23 00:00:00-05:00,263.18,265.0662,263.07,263.34,36245484
2018-11-26 00:00:00-05:00,265.78,268.2909,263.3652,267.46,67385154
2018-11-27 00:00:00-05:00,266.34,268.37,265.66,268.34,65180166
2018-11-28 00:00:00-05:00,269.6,275.1,268.3272,274.5,111668695
2018-11-29 00:00:00-05:00,273.71,275.55,272.43,273.93,69394238
2018-11-30 00:00:00-05:00,273.81,279.11,273.45,275.78,80116769
2018-12-03 00:00:00-05:00,280.28,280.4,277.505,279.25,86242190
2018-12-04 00:00:00-05:00,278.37,279.2317,269.9,270.3,153458262
2018-12-06 00:00:00-05:00,265.92,270.3161,262.44,269.95,181383076
2018-12-07 00:00:00-05:00,269.46,271.22,262.63,263.64,140570663
2018-12-10 00:00:00-05:00,263.37,265.1613,258.62,264.07,143799899
2018-12-11 00:00:00-05:00,267.66,267.87,262.48,264.1,110983363
2018-12-12 00:00:00-05:00,267.47,269.0,264.0644,265.53,84864550
2018-12-13 00:00:00-05:00,266.52,267.49,264.12,265.41,85184961
2018-12-14 00:00:00-05:00,262.96,265.5126,259.85,260.5,102862203
2018-12-17 00:00:00-05:00,259.4,260.68,253.525,255.1,144021435
2018-12-18 00:00:00-05:00,257.2,257.95,253.28,255.12,119045611
2018-12-19 00:00:00-05:00,255.17,259.4,249.35,251.19,195780833
2018-12-20 00:00:00-05:00,249.86,251.62,244.65,247.25,221564223
2018-12-21 00:00:00-05:00,246.74,249.71,239.98,240.73,210693307
2018-12-24 00:00:00-05:00,239.04,240.8355,234.31,234.41,127577312
2018-12-26 00:00:00-05:00,235.97,246.0,233.76,245.96,191221925
2018-12-27 00:00:00-05:00,242.57,248.01,238.96,248.01,159105665
2018-12-28 00:00:00-05:00,249.58,251.4,246.45,247.6899,132250127
2018-12-31 00:00:00-05:00,249.56,250.16,247.47,248.55,100767777
2019-01-02 00:00:00-05:00,245.98,251.21,245.95,249.89,107236613
2019-01-03 00:00:00-05:00,248.23,248.57,244.03,244.46,113782919
2019-01-04 00:00:00-05:00,247.59,253.11,247.17,252.41,122528832
2019-01-07 00:00:00-05:00,252.69,255.95,251.69,254.4,88317608
2019-01-08 00:00:00-05:00,256.82,257.31,254.0,256.65,88864452
2019-01-09 00:00:00-05:00,257.56,258.91,241.4,257.71,77555720
2019-01-10 00:00:00-05:00,256.26,259.16,255.5,258.94,85909797
2019-01-11 00:00:00-05:00,257.68,259.0098,257.03,258.76,60544770
2019-01-14 00:00:00-05:00,256.86,258.3,256.41,257.69,51552561
2019-01-15 00:00:00-05:00,257.82,260.7,257.25,260.21,72130969
2019-01-16 00:00:00-05:00,260.83,261.9666,260.6,260.94,59299089
2019-01-17 00:00:00-05:00,260.01,263.92,259.96,262.88,79893207
2019-01-18 00:00:00-05:00,264.98,266.98,262.998,266.16,99666883
2019-01-22 00:00:00-05:00,264.82,265.06,261.06,261.97,88775864
2019-01-23 00:00:00-05:00,264.01,264.79,260.66,263.1,74195206
2019-01-24 00:00:00-05:00,263.21,264.2,262.08,263.69,48407752
