AMZN,AMZN,AMZN,AMZN,AMZN,SPY,SPY,SPY,SPY,SPY,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
1928.69,1951.0,1898.0,1950.9,7614548,292.1,293.49,291.2401,293.44,39361630,246.5,246.68,231.13,235.04,21168499
1949.0,1956.335,1934.09,1939.0,3542692,293.51,294.45,293.41,293.78,53524768,235.86,243.98,232.17,241.4375,15899607
1930.12,1935.71,1906.95,1926.53,3106108,293.49,294.34,291.92,293.96,63653164,242.0,244.21,237.0,238.69,9026387
1933.09,1943.64,1910.55,1911.29,2814558,294.72,294.95,291.8,291.84,59432706,239.0,240.0,231.5,234.01,10324457
1913.33,1921.55,1881.87,1901.72,3641665,291.68,292.7,289.52,291.27,59209780,245.52,247.13,237.72,244.08,14881930
1949.0,1964.4,1936.0,1961.76,5687567,292.82,294.34,292.56,294.02,45416907,243.86,256.61,243.49,255.04,21063497
1917.98,1959.0,1910.5,1950.29,4911645,289.25,293.31,288.9,292.87,75426654,250.1,258.3499,248.5,255.335,9546203
1939.99,1949.1005,1903.3795,1922.58,5451477,290.15,290.81,285.81,288.04,118960368,256.8,257.21,245.1,247.06,9542822
1918.87,1935.37,1910.0,1916.85,3650183,287.53,289.43,286.87,287.56,75117753,246.94,250.599,244.2,244.76,5757805
1900.98,1909.4,1876.0,1900.01,4928658,285.23,287.33,283.3,286.75,90532298,242.0,243.68,236.9434,241.98,6455536
1898.0,1903.79,1856.0,1889.98,5355441,285.62,288.94,282.3,288.03,97407327,239.75,241.99,236.02,239.51,6716345
1837.11,1846.535,1818.0,1822.62,5312153,282.42,283.49,279.93,280.9905,106597028,232.01,232.47,224.5,227.01,10159046
1839.9,1852.44,1815.75,1840.05,4179780,281.99,285.1,281.85,283.33,68269143,229.3,234.5,228.0,232.12,6820595
1827.95,1874.427,1823.0,1871.12,4294255,281.59,285.77,281.36,285.06,62989430,229.32,232.44,225.25,231.92,6908252
1885.9,1917.51,1882.29,1907.86,4317968,285.84,289.21,255.797,287.63,63128989,229.49,231.0,226.5,228.245,7023216
1893.05,1910.53,1867.33,1867.99,4384715,285.14,288.6,281.99,285.9,79900238,221.96,222.24,208.92,211.0731,16740523
1852.69,1867.78,1835.54,1858.04,3483969,284.06,285.962,283.12,283.97,53154629,202.8,206.0,195.25,205.34,19451274
1874.79,1879.0,1846.0,1858.11,3603729,285.83,286.93,285.55,286.49,41709587,197.76,207.4,196.04,204.97,16693973
1851.22,1871.485,1851.0,1859.425,2647140,285.45,286.69,285.1,285.62,43931414,199.1,203.94,191.78,192.69,17656779
1837.0,1844.0,1804.2,1815.67,4041503,283.16,283.21,280.57,282.27,78886518,194.34,199.465,186.22,195.48,23374971
1835.89,1841.76,1817.851,1823.3,3096132,283.74,284.2,282.09,282.8,44877163,199.83,199.98,188.7505,190.7257,13302938
1832.35,1849.2668,1827.35,1836.56,2861458,283.09,284.15,280.18,280.31,57121638,191.2,195.0,187.85,188.72,9777919
1823.18,1830.0,1807.5327,1820.2,3730772,278.91,279.36,276.71,278.38,88121995,187.1,192.39,185.0401,189.89,11256907
1824.31,1829.47,1807.825,1815.81,2934611,279.11,280.04,277.805,279.05,52483275,188.75,192.255,187.02,188.18,7409500
1790.01,1795.585,1772.7034,1775.07,3916862,276.21,277.12,275.24,275.37,67316713,185.1,189.9204,184.1,185.48,9599948
1760.01,1766.29,1672.0,1692.76,8372675,275.31,276.5521,273.09,274.54,82473795,185.51,186.68,176.9919,179.01,12380263
1699.24,1730.82,1680.89,1730.18,5141474,277.12,280.68,276.62,280.52,64337734,181.1,193.98,179.61,193.91,13115692
1749.6,1752.0,1715.2513,1739.48,3781000,282.33,282.99,280.32,282.9,58965379,198.47,201.2782,191.8486,196.677,12570739
1737.71,1759.99,1726.13,1754.6292,3355072,283.29,285.55,282.57,284.74,53512841,204.25,211.0,201.8,206.08,19472101
1762.4,1806.2538,1759.49,1804.02,4065603,285.93,288.85,285.74,287.63,60266286,205.0,210.8438,203.499,204.39,14897026
1822.0,1884.87,1818.0,1860.63,4968998,289.37,290.82,288.8734,288.9305,51975211,210.47,216.94,209.01,212.88,9978622
1883.25,1893.7,1858.0,1863.7,3629018,290.99,291.4,288.1805,288.89,46353659,219.38,220.9,213.5,217.1,10591156
1853.98,1865.0,1844.38,1855.3,2450925,288.64,289.26,287.815,288.36,37832770,222.95,223.38,209.0,209.2173,14335584
1866.72,1883.09,1862.22,1870.748,4993238,289.41,289.98,288.62,289.65,40688128,210.38,214.9,207.5103,213.89,15620124
1864.92,1876.0,1859.0,1870.17,4923087,289.26,289.93,288.41,289.19,41744834,211.29,216.65,210.4,214.92,14191322
1876.5,1895.688,1875.45,1886.0,2397289,289.52,290.22,289.18,289.44,32798643,214.73,227.0,214.27,225.03,11895515
1901.35,1921.67,1899.79,1902.15,3523736,291.39,293.57,290.99,292.29,71713227,228.72,234.74,222.58,224.74,12016691
1907.84,1919.5807,1892.6223,1909.03,2565954,292.55,293.65,291.47,293.05,65591743,225.11,227.77,221.06,226.33,6207071
1933.33,1935.2,1905.8,1917.95,2858789,296.04,296.3093,293.1255,295.84,81862090,223.0,226.9,216.35,219.59,11132022
1912.5,1925.95,1907.58,1911.1,3243263,294.13,295.52,293.76,294.08,58466666,216.22,222.18,215.5,221.89,7632727
1912.66,1916.86,1901.3,1913.96,1931200,294.23,294.58,293.47,293.64,35700746,223.24,225.86,221.02,223.64,5459384
1911.84,1916.385,1872.42,1878.64,2712393,293.695,293.73,290.64,290.79,64968105,224.39,225.34,219.49,219.77,5882114
1892.91,1903.8,1887.32,1897.75,2011515,291.75,292.31,290.345,290.47,40049650,220.31,227.23,218.1,219.18,8076589
1902.0,1911.24,1898.04,1903.67,1923521,291.31,292.06,290.89,291.54,31264190,219.45,222.9,217.35,222.81,5927800
1912.8,1912.8,1884.0,1889.83,2263386,292.8,293.55,292.01,293.1,42011235,221.68,225.17,221.31,223.46,5732666
1922.98,1929.82,1914.66,1922.26,2917672,296.68,296.92,294.33,295.61,57465080,230.21,233.0995,226.29,227.16,7727451
1919.38,1934.79,1906.63,1934.79,2407604,295.61,296.49,291.21,296.46,52076552,228.89,229.15,222.22,224.62,6739925
1935.89,1941.59,1930.5,1939.0,1475704,297.18,298.82,297.02,298.76,28494654,239.39,241.57,234.51,234.9,13233097
1928.6,1945.9,1925.3,1943.1,2418081,297.44,298.64,296.01,298.36,38871871,234.57,235.45,230.8,233.15,6653090
1934.12,1956.0,1928.2532,1952.33,2593566,297.01,298.2579,296.22,296.86,34973243,231.24,232.25,228.66,230.38,5647103
1947.88,1990.01,1943.475,1987.35,3966987,295.54,297.52,295.48,297.26,32627832,228.97,231.0,227.28,230.06,6001968
1996.51,2024.94,1995.4,2017.77,4445939,298.37,299.66,297.78,298.61,46049889,234.15,238.94,233.14,238.92,8477126
2025.62,2035.8,1995.3,2001.07,3957307,299.32,299.58,298.2,299.3,43283434,238.14,241.5,235.8,238.6,7262861
2008.27,2017.0,2003.87,2010.02,2199931,299.87,300.73,299.51,300.68,32819449,239.75,245.38,239.71,245.06,8720374
2021.4,2022.9,2001.55,2021.0,2598695,301.13,301.13,300.19,300.76,26620249,248.0,254.42,244.86,253.48,10516336
2010.58,2026.3196,2001.22,2010.0,2356968,300.65,300.88,299.44,299.74,35091780,249.3,253.53,247.9325,252.4,7718769
2007.05,2012.0,1992.12,1992.16,2257978,298.935,299.13,297.76,297.77,16886404,255.6,258.31,253.35,254.83,9338786
1980.01,1987.5,1951.55,1978.67,3163219,297.19,299.25,296.7,298.85,45081126,255.05,255.75,251.885,253.59,4502229
1991.02,1996.0,1962.2255,1965.0,2898302,300.04,300.07,296.96,297.12,56205349,255.69,259.96,254.62,258.0789,6785285
1971.14,1989.0,1958.26,1985.92,2574102,297.61,298.5,297.04,297.92,33652033,258.75,262.155,254.1911,255.65,6489574
1995.99,1997.79,1973.13,1994.47,2309402,299.14,300.03,298.22,299.96,39357866,256.71,260.48,254.5,260.1,4851377
1969.3,2001.2,1965.87,2001.04,2306251,299.19,301.42,299.09,301.38,37395588,259.17,266.07,258.1601,265.0288,7366736
2001.0,2001.2,1972.72,1975.02,2871851,300.94,301.0,299.11,299.9702,43107087,233.5,234.5,225.5501,228.8102,20548751
1942.0,1950.895,1924.51,1943.05,4535583,300.76,302.23,300.62,301.99,33029846,226.92,230.26,222.25,228.0,9703872
1930.0,1932.226,1890.54,1912.87,4140433,301.88,301.93,300.85,301.48,32817928,227.09,235.94,226.0325,235.792,8922968
1891.98,1909.89,1883.48,1899.22,2709016,299.91,301.17,299.49,300.82,38438660,232.9,243.36,232.18,242.26,7862017
1898.11,1899.55,1849.44,1866.39,4056598,300.99,301.2,295.2,297.38,90546502,243.0,246.68,236.6501,241.62,8812185
1872.35,1897.92,1844.01,1855.33,4444048,297.6,300.87,293.96,294.88,127309146,242.65,244.51,231.77,233.94,7976109
1845.07,1846.3634,1808.02,1823.52,3812376,293.85,294.12,290.9,292.76,95629766,231.35,236.27,229.23,234.2784,5014277
1771.26,1788.6678,1748.78,1765.13,5334410,288.09,288.21,281.72,284.04,149170305,229.6,231.3673,225.775,228.48,6526882
1791.0,1793.77,1753.4,1787.44,4598728,285.91,288.04,284.28,287.77,98191969,231.88,232.5,225.75,230.63,5256223
1773.99,1798.93,1757.0,1793.39,4044619,284.4,288.82,282.04,288.03,110389529,226.51,233.5688,225.8,233.47,4574805
1806.0,1834.26,1798.11,1834.26,3268663,289.62,293.56,289.01,293.55,70688282,234.45,239.8,232.65,238.29,5027207
1826.0,1831.091,1802.22,1807.88,2495170,292.58,293.24,289.65,291.59,79060953,236.0535,238.96,233.81,235.0,3678950
1795.99,1800.98,1777.0,1784.75,2510579,289.96,291.6052,287.02,288.1,55499992,232.99,235.77,228.75,229.02,4435506
1781.04,1831.7429,1780.0,1824.29,3656625,287.74,294.15,287.36,292.43,82355835,228.81,236.0,227.55,234.97,4659970
1793.01,1795.6514,1757.215,1762.96,4353369,288.07,292.4644,283.76,283.92,114406673,231.21,231.5,216.69,219.59,8733756
1781.99,1788.0,1761.96,1775.41,3427389,284.88,285.64,282.39,284.69,82311442,220.86,221.56,211.55,215.52,7836075
1792.89,1802.9082,1784.5496,1791.8,2767735,286.48,289.33,284.7138,288.87,66766930,216.75,222.24,216.02,219.92,4820433
1818.08,1826.0,1812.61,1816.83,2483931,292.19,293.08,291.44,292.32,45359957,224.21,227.83,221.7,226.81,5067001
1814.5,1816.82,1799.88,1801.35,1677671,291.77,292.36,289.95,290.05,43194342,227.62,229.09,224.54,225.65,3763018
1819.39,1829.5785,1815.0,1823.38,1852417,292.48,292.86,291.72,292.43,41673861,222.01,223.22,217.6,220.79,7342403
1827.35,1829.4111,1800.1,1804.25,2284144,293.23,293.93,290.4,292.31,45866971,222.8,225.4,218.22,222.05,5473992
1793.03,1804.8962,1745.23,1750.77,4622453,292.46,292.69,283.47,284.81,97678307,219.97,221.17,211.0,211.39,8015679
1767.5,1770.0,1743.51,1770.0,2669759,287.27,287.99,285.58,287.97,58177052,213.6,215.02,211.54,214.98,4696205
1775.73,1779.4,1746.68,1761.92,2491245,289.54,289.95,286.03,286.84,59444288,215.74,218.8,212.03,214.16,4999917
1755.0,1767.86,1744.0505,1764.0,2220361,286.14,289.07,285.25,288.83,52608581,213.69,217.25,212.31,215.59,3093685
1783.0,1798.55,1777.25,1786.46,2683039,291.72,293.16,290.61,292.56,49472271,218.95,223.4,218.0,221.7,4868685
1797.49,1799.74,1764.57,1776.19,2577738,294.22,294.2399,291.42,292.46,51741934,229.15,232.44,224.213,225.6,8258412
1770.0,1800.8,1768.0,1789.51,3164026,290.57,291.58,289.27,290.77,55681522,224.08,228.95,223.16,225.11,5080361
1805.0,1807.6309,1796.23,1800.46,2144301,293.14,294.055,292.31,293.97,40141322,226.89,228.46,219.205,220.71,5480727
1821.84,1842.0,1815.575,1840.73,2970700,296.79,298.83,296.64,297.82,72819388,222.5,229.8,220.85,229.48,7033497
1838.22,1840.65,1826.4,1833.51,2157266,298.17,298.76,297.42,298.07,41911758,227.85,229.64,225.17,227.49,4102982
1841.0,1850.0,1824.61,1831.29,2632165,299.14,299.24,297.16,298.15,46144178,229.97,233.76,229.23,231.78,4609862
1822.75,1825.81,1805.3356,1821.31,2202645,297.36,298.2,295.97,298.2,51133721,230.8,235.54,228.94,235.54,4654579
1811.97,1833.42,1809.08,1822.49,2005996,298.47,300.34,297.75,300.29,55661424,237.38,248.1741,236.0,247.23,9601813
1838.1,1853.66,1834.28,1843.0,2521448,301.25,302.46,300.41,301.27,64607244,247.7,253.5,244.4,245.86,8043768
1842.01,1846.1215,1835.17,1839.34,1645917,301.78,302.17,300.68,301.05,51680998,246.96,248.45,244.865,245.27,5075640
1824.02,1825.6941,1800.2,1808.23,3214425,299.84,301.1378,299.45,300.16,47779398,246.0,247.43,241.17,242.7,4459981
1807.2,1823.99,1804.1,1822.62,1767317,299.94,301.02,299.75,300.94,35265761,242.47,245.6,240.37,244.79,3690146
1818.13,1822.06,1795.5,1817.59,2250447,300.49,301.22,298.24,301.1,67441406,245.0,248.1685,242.37,243.43,3992199
1821.06,1832.57,1817.9,1821.54,1793657,301.53,302.63,300.7103,301.06,66378040,246.0,247.94,244.84,246.58,4454220
1821.71,1830.63,1780.92,1794.89,4714413,300.36,300.67,297.41,298.13,72009098,246.49,246.946,238.16,240.59,5996334
1777.0,1792.7,1767.32,1784.29,2557364,297.55,299.0,297.27,298.25,34453241,240.0,245.1794,239.22,241.25,4157878
1790.605,1795.705,1735.545,1742.34,4199402,299.41,299.84,294.81,295.81,84500024,241.52,241.99,222.61,223.2817,12393973
1747.36,1773.0,1723.0,1768.08,3087299,295.96,298.11,294.33,297.6,54913496,224.56,228.98,218.36,228.7,8944825
1762.79,1763.37,1731.5,1740.12,3136278,297.63,297.86,295.45,296.97,49794504,230.66,243.31,227.4,242.52,11445264
1747.8,1749.12,1713.82,1725.85,3613379,297.83,297.9465,293.69,295.36,68159660,242.0,248.71,238.73,242.13,10663930
1726.99,1737.46,1709.22,1736.12,2300015,295.97,297.55,295.92,296.83,42173018,243.0,243.98,236.1111,240.84,5556374
1746.0,1755.6,1728.41,1736.11,2721128,297.74,298.455,293.0,293.21,81527864,241.5,245.95,239.13,244.69,5903470
1727.74,1728.89,1705.0,1713.23,2954213,291.5,291.51,286.64,288.04,109650050,243.03,244.65,239.43,243.24,5099506
1713.0,1725.0,1685.06,1724.25,3105457,287.81,290.4,284.82,290.37,79531176,231.86,234.32,224.28,232.92,13775674
1726.06,1740.575,1719.23,1739.4,4348820,291.14,294.63,291.08,294.37,50700124,231.61,234.77,228.07,231.4159,15272408
1731.63,1747.83,1723.7,1732.5,3700680,293.47,295.26,292.77,293.11,51170613,229.8,238.56,228.55,237.72,15351711
1722.49,1727.0,1705.0,1705.25,4559696,291.04,291.85,288.49,288.55,82885280,235.87,243.94,234.5,240.0,16599013
1719.61,1729.95,1714.36,1721.79,3594275,290.75,292.3,290.06,291.23,49246505,241.52,247.295,240.65,244.53,13116148
1725.0,1738.29,1713.75,1720.56,4724970,291.18,294.21,291.0,293.24,50981567,245.28,249.28,241.58,244.74,12090722
1742.92,1745.45,1729.86,1729.98,5936898,296.27,298.74,296.1448,296.26,83204669,247.15,251.08,246.81,247.77,15990158
1728.69,1741.8887,1722.0,1736.5,3293125,295.93,296.67,295.57,296.01,32589599,247.9,258.55,247.13,256.92,19430374
1742.14,1776.45,1740.62,1767.35,5739023,297.1,299.7,296.97,298.9,41122730,257.7,260.0,254.12,257.86,12362512
1772.0,1786.24,1770.521,1777.42,4891217,298.37,299.16,297.92,298.41,40765372,257.39,262.1,256.92,259.6902,12800343
1796.0,1798.85,1782.02,1787.47,4695257,299.68,300.24,298.515,299.24,41222618,262.5,264.78,260.17,261.98,9112414
1787.8,1793.98,1749.2001,1757.79,6127556,298.69,299.395,296.99,297.98,51564833,260.7,262.8,255.1,256.9899,11065826
1768.63,1785.88,1765.0,1785.835,1771449,299.42,300.21,298.935,300.05,30880097,258.2,259.5,250.18,253.43,4429730
1788.15,1789.7799,1762.0,1765.34,1925469,300.58,300.9,298.91,299.03,44393433,254.32,258.33,250.85,255.52,4386182
1761.3,1770.05,1742.0,1761.99,1920970,298.73,299.94,298.495,299.86,28710578,254.5,256.14,251.35,254.889,5005641
1771.09,1788.3379,1760.27,1781.5935,2931765,300.91,301.07,299.4601,300.42,31732833,298.37,304.0,289.2,299.62,26049521
1697.55,1764.21,1695.0,1762.0,8773821,299.74,302.2,299.69,301.64,37702114,297.72,330.0,296.11,328.19,28673217
1750.7,1778.7,1742.5,1777.04,3399815,302.94,303.85,302.91,303.36,35623775,327.54,340.84,322.6,327.51,18510525
1775.0,1777.0,1755.81,1763.04,2063458,303.0,304.23,302.86,303.2,40645426,319.99,324.3,314.75,316.2,12356755
1760.24,1782.38,1759.115,1780.0,2194972,303.43,304.55,301.99,304.14,42207922,313.0,318.79,309.97,314.86,9042272
1775.99,1792.0,1771.4753,1777.1431,2375710,304.13,304.13,301.73,303.26,57339393,313.1,319.0,313.0,315.09,4954986
1788.01,1797.445,1785.279,1791.47,2375327,304.92,306.19,304.74,306.18,58795500,316.32,316.48,309.8,313.21,6118298
1801.5,1815.06,1801.01,1805.27,2513437,307.85,308.0,306.96,307.34,52897810,314.8,321.94,309.26,317.425,8579754
1809.16,1810.25,1794.0,1801.7,1650756,307.59,307.9195,306.71,307.0,37677568,319.62,323.51,316.118,317.16,6308975
1801.0,1802.5,1788.58,1795.94,1790400,307.03,307.4,306.06,307.14,38740895,318.0,326.72,314.5,326.7,7748529
1803.76,1805.9,1783.48,1788.2,2365870,308.57,309.65,307.66,308.22,48824013,329.14,341.5,328.02,335.39,14148570
1787.89,1789.88,1774.04,1785.88,1930135,307.8,308.97,307.03,308.97,39113878,334.5,337.46,332.5,337.12,5966814
1778.1,1780.0,1767.13,1771.9,1776035,307.42,308.54,307.27,308.39,28125719,343.8,349.19,342.0,345.1,9715763
1774.66,1786.22,1771.91,1778.23,1830806,308.75,309.99,308.15,308.94,40849630,346.94,350.37,344.04,349.95,7177557
1773.39,1775.0,1747.3217,1753.4,2777022,307.91,309.54,307.66,309.07,47205170,355.0,356.33,345.18,345.99,8029488
1750.27,1766.5931,1749.56,1754.65,2017087,308.79,309.64,308.09,309.53,45284665,346.11,353.84,342.91,349.36,5966623
1760.05,1761.68,1732.86,1739.08,3623321,311.02,311.83,310.26,311.83,46892993,350.64,352.8,348.36,352.24,4591478
1738.3,1753.7,1722.71,1752.86,2585138,311.53,312.28,311.03,311.99,41233494,352.9165,353.15,346.1,349.98,4287780
1756.99,1760.68,1743.03,1753.16,1854190,312.68,312.69,311.22,311.89,58592144,351.75,359.99,347.8,359.52,7442184
1749.14,1762.524,1734.12,1746.6335,2321723,311.28,311.85,309.06,310.79,66440242,360.0,361.2,349.57,352.4,6143861
1743.0,1746.87,1730.36,1735.0,2377252,310.89,311.01,309.39,310.29,44613805,354.51,360.84,354.0039,354.9697,5644325
1739.0,1746.43,1731.0,1745.85,2165005,311.09,311.24,309.85,311.0,34467117,340.16,341.0,330.0,332.99,16189232
1753.25,1777.42,1753.24,1773.69,2906729,311.98,313.37,311.98,313.35,38628150,344.47,344.57,334.46,336.3009,11454970
1779.92,1797.03,1778.35,1796.99,2708603,313.41,314.28,313.06,314.02,31745885,335.27,335.5,327.1,328.93,7428918
1801.0,1824.5,1797.31,1818.23,2769246,314.61,315.47,314.37,315.44,35090597,331.12,333.93,328.57,331.05,5331554
1817.78,1823.98,1800.79,1800.96,1594416,314.86,315.13,314.06,314.27,24863599,331.11,331.26,327.5,330.04,2279549
1804.0,1805.55,1762.68,1781.61,3420336,314.59,314.66,311.17,311.6,64576426,329.4,336.3827,328.687,334.86,5922892
1761.13,1772.87,1747.23,1770.33,3215969,308.65,309.64,307.13,309.47,65077352,332.62,337.91,332.186,336.08,6380944
1774.01,1789.0894,1760.2201,1760.48,2387073,310.7,312.12,310.32,311.47,39438972,337.75,337.86,332.85,332.99,5249592
1763.5,1763.5,1740.0,1740.48,2472575,312.23,312.25,310.58,312.04,36240550,333.0,334.4227,327.25,330.34,3453427
1752.33,1754.4,1740.13,1751.59,2739956,314.12,315.31,314.11,314.82,39763753,335.0,338.86,334.77,335.85,7446599
1750.66,1766.8918,1745.61,1749.42,2123839,314.44,315.18,313.8,313.87,29338231,336.59,344.45,335.08,339.4,8270305
1747.4,1750.67,1735.0,1739.49,2186409,313.82,314.55,312.81,313.55,40763264,339.96,350.73,339.31,348.83,8530007
1741.67,1750.0,1735.7102,1748.9,1716841,314.03,314.7,313.595,314.41,41107413,351.8765,357.1899,351.09,352.5,6649961
1750.7,1764.0,1745.44,1760.18,2695799,314.43,317.99,314.17,317.14,82589898,354.92,362.74,353.23,359.67,7650921
1765.0,1768.99,1755.0,1760.93,2377943,316.87,318.67,316.02,317.28,68681546,361.05,365.21,354.64,358.37,6236035
1767.0,1769.5,1757.05,1769.21,2730112,319.22,320.15,319.17,319.51,63057627,362.55,383.61,362.5,381.51,17336420
1778.01,1792.0,1777.39,1790.66,3202975,319.92,320.25,319.48,319.56,46694452,378.77,385.5,375.9,378.9101,8043941
1795.45,1797.86,1782.36,1782.36,2834170,320.0,320.25,319.53,319.57,39420041,380.73,395.22,380.58,393.1,13233307
1780.5,1792.99,1774.06,1792.29,1947166,319.8,320.98,319.75,320.91,64033211,397.09,406.85,396.5,404.02,17366642
1799.64,1802.97,1782.45,1786.57,3782377,320.46,321.9742,320.37,320.95,103685405,410.29,413.0,400.185,405.55,13344703
1788.26,1793.0,1784.51,1793.0,1759437,321.59,321.65,321.06,321.22,39140644,411.78,422.01,410.0,419.18,12734119
1793.81,1795.57,1787.575,1789.63,800738,321.47,321.52,320.9,321.26,16067681,418.84,425.47,412.6875,425.18,7833308
1801.2,1870.46,1799.5,1869.02,6125518,321.65,322.93,321.64,322.91,27114092,427.91,433.48,426.35,430.8202,10131052
1882.92,1901.4,1866.01,1869.26,5755838,323.74,323.8,322.28,322.86,35123062,435.25,435.31,426.11,430.23,9209880
1874.0,1884.0,1840.62,1847.18,3444132,322.95,323.1,320.55,321.1,41848090,428.81,429.0,409.2589,414.62,12082466
1841.99,1853.26,1832.23,1847.64,2138549,320.53,322.13,320.15,321.89,38134256,405.0003,421.29,402.08,418.17,9761539
1874.79,1898.0,1864.15,1897.71,3583611,323.54,324.85,322.53,324.84,48217559,424.95,430.6957,421.71,430.24,9113793
1864.5,1886.1965,1864.5,1874.93,3293469,321.16,323.64,321.1,322.44,58408809,440.5,454.0,436.92,442.75,16409329
1860.0,1903.69,1860.0,1903.33,3598872,320.49,323.73,320.36,323.67,43105385,440.47,451.56,440.0,451.4001,9807049
1904.5,1913.89,1892.0433,1906.86,3569706,323.02,323.54,322.24,322.76,33909984,461.4,471.63,453.355,469.17,16859537
1898.68,1910.9999,1886.4448,1892.09,3100021,322.94,325.78,322.67,324.42,56581814,473.7,498.49,468.23,492.09,29804104
1909.89,1917.82,1895.8038,1901.0,2913887,326.16,326.73,325.52,326.62,43365068,497.1,498.8,472.87,481.49,26901507
1905.37,1906.94,1880.0,1882.98,2652859,327.2899,327.46,325.2,325.7,44989039,481.79,484.94,473.7,477.96,12365563
1891.31,1898.0,1880.8,1891.41,2515868,326.39,327.96,325.92,327.94,36691541,493.5,525.63,492.0,524.85,25531104
1885.96,1887.11,1858.55,1869.2,3123178,327.47,328.62,326.844,327.43,53797230,544.255,547.41,524.9,538.0,27042937
1872.13,1878.86,1855.09,1862.01,2658380,327.35,329.02,327.26,328.17,58544879,529.76,537.84,516.7853,518.505,16462639
1882.99,1885.59,1866.02,1877.95,2419044,329.7,330.91,329.45,330.9,41650723,494.08,514.46,492.17,513.49,20068904
1885.89,1886.64,1857.25,1864.71,3437411,331.7,332.18,331.07,332.01,61972948,507.61,515.6699,503.16,510.19,12517514
1865.0,1894.27,1860.0,1892.55,5977747,330.9,332.18,330.82,331.31,61781634,530.23,548.58,528.41,547.3007,33002168
1896.09,1902.5,1883.34,1887.46,5797891,332.24,332.95,331.17,331.39,43124687,571.51,594.5,559.1,569.43,59686356
1885.11,1889.975,1872.76,1884.58,4048982,330.63,331.92,329.41,331.74,41825254,564.08,582.0,555.6027,571.9422,37423500
1890.28,1894.99,1847.44,1861.64,6851714,332.44,332.53,327.36,328.75,75281306,570.63,573.86,554.26,564.96,27306834
1820.5,1841.0,1815.34,1828.89,3002750,323.03,325.12,322.66,323.52,68815393,541.99,564.44,539.28,557.54,12311739
1840.5,1858.11,1830.02,1853.33,2356589,325.06,327.85,324.55,326.89,54777923,568.44,576.81,558.08,566.82,11093082
1864.0,1874.75,1855.02,1858.0,1820096,328.38,328.63,326.4,326.62,43526297,575.69,589.7999,567.43,581.0,13250284
1858.0,1872.87,1850.61,1870.8896,3255311,324.36,327.91,323.54,327.66,67790010,632.42,650.88,618.0,640.93,26845261
2051.47,2055.72,2002.27,2007.75,14449332,327.0,327.17,320.73,321.74,94752845,638.68,653.0,632.52,650.48,15067058
2010.6,2048.5,2000.25,2003.25,5527745,323.35,326.16,323.22,324.14,59060165,673.69,786.14,673.52,780.28,45229406
2029.81,2059.8,2015.37,2049.78,4958935,328.07,330.01,327.72,329.08,52512833,882.96,968.9899,833.88,887.72,53837004
2071.02,2071.02,2032.0,2039.62,3950987,332.27,333.09,330.67,332.82,52702659,822.8,845.98,704.1106,734.72,44703541
2041.02,2056.3,2024.8,2050.37,2827062,333.91,334.19,332.8,333.96,42644695,699.92,795.83,687.0,748.5,38382071
2041.99,2098.53,2038.1,2079.21,4794674,332.82,333.9941,331.6,332.2,51735741,731.0,769.75,730.0,747.9808,16311618
2085.01,2135.6,2084.96,2134.55,4671496,331.23,334.72,331.19,334.69,34150738,800.41,819.99,752.4,770.8467,23238209
2150.9,2185.95,2136.0,2152.27,5584290,336.16,337.02,334.75,335.29,48887097,768.5,783.5061,758.0,774.02,11177954
2163.95,2180.2495,2155.29,2161.34,3101082,336.83,337.65,336.43,337.41,34994420,778.0,789.75,763.37,767.44,11193209
2146.0,2170.28,2142.0,2151.12,2688038,335.8621,338.12,335.56,337.08,45560340,741.84,818.0,735.0,803.86,24953651
2155.68,2159.0352,2125.89,2135.48,2362540,337.51,337.73,336.2,337.6,51458637,787.22,812.97,785.5,799.9724,14271351
2127.98,2166.07,2124.105,2155.67,2674865,336.51,337.6677,335.21,336.7,48549842,841.6,860.0,832.36,858.66,14593786
2167.8,2185.1,2161.12,2170.21,2261147,337.79,339.08,337.48,338.31,36077810,923.5,944.78,901.02,916.96,23657004
2172.67,2176.79,2127.45,2153.59,2908965,337.7423,338.64,333.6817,336.98,67359056,911.81,912.0,859.94,899.18,16797173
2141.0,2144.55,2088.0,2095.97,4363040,335.47,335.81,332.58,333.49,93107633,906.74,913.06,880.45,901.0,13379998
2003.18,2039.295,1987.9742,2008.74,6047539,323.14,333.5623,321.24,322.41,134914814,839.0,863.5,822.2,833.16,14109712
2026.42,2034.6,1958.42,1970.65,5858950,323.94,324.61,311.69,312.7,193671224,849.18,856.6,787.0,799.11,16703593
1970.01,2014.67,1960.45,1979.61,4906059,314.18,318.11,310.7,311.55,169524961,783.0,813.31,776.11,778.8,13266973
1934.38,1975.0,1882.7621,1882.88,7600123,305.46,311.5637,297.52,297.55,249706794,730.0,739.77,669.0,678.85,22838989
1814.63,1889.76,1811.129,1889.18,8494919,288.7,297.892,285.54,296.16,332038241,629.7,690.52,611.52,667.43,23087454
1905.26,1954.51,1870.0,1954.0,6115818,298.21,309.16,294.46,309.08,205636837,711.26,743.69,686.67,743.69,18641901
