AMZN,AMZN,AMZN,AMZN,AMZN,SPY,SPY,SPY,SPY,SPY,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
1973.0,1996.33,1888.0901,1908.88,6986980,309.5,313.84,297.57,300.34,271529926,805.5,806.98,716.1106,745.51,23727404
1946.57,1978.0,1922.0,1976.46,4261291,306.12,313.1,303.33,312.91,147338447,763.9603,766.52,724.7345,749.5,13975877
1933.0,1960.72,1910.0,1924.03,4275800,304.98,308.47,300.01,302.45,159971245,723.5,745.75,718.07,723.62,10164674
1875.0,1910.87,1869.5,1901.14,4771029,293.15,298.78,290.23,297.42,198657535,693.0,707.0,684.27,703.39,23777510
1768.6001,1862.77,1761.29,1800.01,13436736,275.3,284.19,273.45,274.4,277300725,605.39,662.998,605.0,606.46,15637810
1870.0,1894.27,1818.17,1894.0,6442309,284.64,288.52,273.5,288.44,246644123,659.43,668.0,608.0,645.0,14714548
1857.85,1871.3195,1801.5,1819.63,5114340,280.7,281.94,270.88,274.36,231055382,640.2,653.58,613.0,633.905,12845088
1721.98,1765.0,1675.0,1676.21,10301824,256.0,266.66,247.68,248.1,346670590,580.0,594.5,546.25,556.01,17650406
1755.0,1786.31,1680.62,1786.31,7834519,263.09,271.08,249.58,270.93,285392181,595.0,607.57,502.0,546.2,21281778
1642.0,1759.4519,1626.0319,1688.0,8030027,241.18,256.9,237.36,239.41,261784489,469.4997,494.8699,442.17,444.9801,38445545
1776.0,1857.775,1689.2402,1807.38,20134204,245.04,256.17,237.07,254.19,231018081,440.01,471.85,396.0,430.0,23150951
1750.0,1841.66,1745.0,1832.39,7949578,236.25,248.37,228.02,241.01,298252778,389.0,404.86,350.51,361.6,39969144
1858.33,1945.0,1832.65,1880.5,9312968,239.25,247.38,232.22,241.16,261233795,374.6965,452.0,358.46,427.295,28716890
1925.0,1957.0,1820.73,1846.09,9098838,242.53,244.47,228.5,228.94,302880969,438.2,477.0,425.79,427.53,27182628
1827.75,1919.4,1812.0,1902.54,7171193,228.19,229.6833,218.26,222.51,280560712,433.55,441.9999,410.5,434.29,15611610
1951.31,1955.0,1900.3403,1940.0,6411717,234.42,244.1,233.8,243.59,211595249,476.3,513.69,474.0,504.3,21685259
1920.69,1950.26,1885.78,1885.78,5985263,244.87,256.35,239.75,246.77,277138668,545.25,557.0,511.11,539.175,19706795
1902.0,1956.49,1889.29,1955.225,5377163,249.52,262.8,249.05,261.39,221727030,547.39,560.0,512.25,528.05,16688863
1931.0,1939.79,1899.92,1899.92,4672178,253.27,260.81,251.05,253.39,191462093,505.0,525.8,494.03,514.56,13608376
1922.48,1973.63,1912.34,1964.78,5244822,255.7,262.43,253.53,261.68,139095982,510.26,516.6471,491.23,502.1,11162231
1964.35,1993.02,1944.01,1949.79,4471543,260.56,263.33,256.22,257.7,159223028,501.25,542.96,497.0,524.48,16421035
1933.0,1944.96,1893.0,1906.58,3729348,247.98,257.6591,243.9,246.12,170515975,504.0,513.9548,475.1,481.58,12570750
1901.64,1927.5258,1890.0,1918.83,8042698,245.19,252.68,244.59,251.87,155820022,481.03,494.2599,446.4,454.47,15413671
1911.15,1926.33,1889.15,1906.6,3159348,250.76,253.32,245.22,248.21,119985873,509.5,515.49,468.3901,480.0,21274333
1936.0,1998.52,1930.02,1998.49,5120376,257.84,267.0,256.725,264.96,158180083,511.16,521.0,497.96,516.24,27631958
2017.26,2035.72,1997.62,2011.6,4710631,274.21,275.03,264.89,265.1,179838774,545.0,565.0,532.34,545.47,17334969
2021.0,2044.0,2011.15,2042.9,3693156,267.96,276.0,265.56,274.07,136878928,554.2,557.2081,533.33,548.7,24384936
2046.0,2053.0,2017.66,2042.82,4188295,277.58,281.2,275.47,278.24,162670069,562.09,575.1818,557.11,573.01,12745268
2039.87,2180.0,2038.0,2168.01,6310824,277.14,277.51,271.41,275.57,103999212,591.0,652.0,580.53,650.9899,21175579
2200.47,2292.0,2186.21,2283.31,15168337,280.98,284.9,279.91,283.87,121013344,698.97,741.88,692.43,709.755,57451900
2257.68,2333.369,2245.0,2309.27,12634637,277.57,283.9407,275.46,277.75,108679822,742.0,753.13,710.0,729.5254,43359242
2346.0,2460.998,2335.0,2408.19,33024507,279.15,280.03,275.76,279.21,109344567,716.94,759.45,706.715,745.6545,57474573
2372.33,2400.0,2316.02,2372.87,27969629,285.38,287.3,282.4,286.73,127775010,772.28,774.95,747.66,753.65,24322747
2389.95,2444.98,2386.05,2393.08,15428327,282.61,286.7912,281.35,281.61,88642290,732.7,765.57,712.21,746.35,28421310
2416.61,2428.3098,2279.66,2329.36,20725717,276.73,278.04,272.02,273.02,114645831,730.12,753.33,673.79,686.72,58529442
2369.0,2394.0,2351.0,2366.54,13904142,278.35,281.0,276.91,279.17,81404148,703.98,733.89,688.71,732.15,38252230
2399.98,2424.22,2382.08,2399.44,8913313,280.49,283.94,278.75,279.06,97161664,727.6,734.0,703.13,705.63,38120713
2417.0,2420.433,2382.0,2410.0,10481568,280.73,283.7,278.5,283.04,72860001,710.81,730.73,698.18,725.0,25102459
2443.2,2444.88,2363.0,2376.82,10185891,285.12,288.27,284.62,287.11,67454166,737.61,799.49,735.0,798.92,58450139
2372.1,2373.5,2306.0,2314.08,4643171,291.02,291.4,285.4,285.77,95561389,795.64,805.0,756.69,769.11,14526538
2330.01,2391.89,2310.0,2371.88,7930384,291.53,294.88,290.41,293.19,102013837,790.17,803.1999,783.16,799.84,12096180
2419.84,2471.5,2396.01,2471.5,6873149,291.71,293.3239,288.59,290.39,101677550,855.19,869.82,763.5,781.06,53718332
2336.8,2362.44,2258.1902,2285.94,18176321,285.31,290.6572,281.52,282.73,111321036,755.0,772.77,683.04,701.31,31742479
2256.38,2326.98,2256.38,2315.99,4478248,280.74,283.9,279.13,283.66,70199660,701.0,762.0,698.0,761.21,36511504
2340.0,2351.0,2307.125,2317.64,5909618,286.64,289.25,285.75,286.22,72232658,789.79,798.92,762.18,768.06,16328797
2329.44,2357.45,2320.0,2350.97,2897787,288.04,288.46,283.78,284.29,65371977,776.5,789.8,761.11,782.45,21416699
2374.78,2376.0,2343.11,2367.61,5882764,287.75,289.78,287.13,287.7,68883538,777.21,796.4,772.35,780.215,11124597
2372.14,2387.2449,2357.0,2379.5,2751843,291.09,292.95,289.86,292.47,61414425,793.77,824.0,787.01,819.25,31166079
2374.7,2419.665,2372.11,2406.9375,2942003,290.34,294.0,289.88,292.56,62352506,790.51,824.0,785.0,810.48,31241342
2411.85,2419.0,2355.61,2357.505,5466390,293.79,294.24,286.55,286.62,81606248,827.0,843.29,808.0,809.21,15080918
2366.8,2407.7,2337.805,2366.17,4474923,286.06,287.19,278.965,281.67,125466121,820.83,826.0,763.3,790.62,18430885
2361.01,2391.37,2353.21,2391.37,3179099,278.95,285.11,272.99,285.05,110106023,780.0,803.36,764.0,803.04,13077331
2368.52,2411.0,2356.37,2410.41,3788139,282.37,286.33,281.34,286.26,91154055,790.35,805.0486,786.552,799.034,20204818
2404.3457,2433.0,2384.01,2426.38,8093054,293.05,296.75,292.7,294.995,100556561,827.78,834.7201,803.88,813.51,10969747
2429.83,2484.995,2428.97,2448.59,4098905,294.35,296.205,291.95,292.02,78858186,815.17,822.07,806.08,808.0,9331427
2477.87,2500.01,2467.27,2497.35,7341200,295.82,297.87,295.57,296.96,66280413,820.5,826.0,811.8,815.46,13799592
2500.0,2525.45,2442.54,2448.01,9538349,296.79,297.67,293.6886,294.79,68594382,816.0,832.5,796.0,827.75,23543511
2455.01,2469.85,2430.13,2436.89,5253352,294.57,295.63,293.22,295.42,53343811,822.1735,831.78,812.0,816.4,19439642
2458.0,2462.0,2414.06,2423.7,3153936,301.93,302.19,298.69,299.15,80281181,834.5,834.6,815.705,818.74,7532731
2404.99,2413.58,2330.0,2409.51,4754020,302.12,303.57,296.87,303.48,92140472,820.86,827.71,785.0,819.955,11092116
2384.33,2436.97,2378.23,2401.05,2866537,304.65,306.84,302.24,302.96,80456712,813.51,824.75,801.69,805.975,7013890
2415.94,2439.0,2398.1973,2436.53,5483326,302.46,304.96,299.47,304.16,101356845,808.75,835.0,804.21,834.1905,10523947
2448.0,2476.93,2444.17,2470.12,5441594,303.62,306.205,303.06,305.58,46186733,858.0,899.0,854.1,897.875,13962296
2467.0,2473.53,2445.31,2473.3,4430214,306.55,308.13,305.1,308.13,66042497,894.7,908.66,871.0,881.4,13049927
2468.01,2488.0,2461.17,2478.4,4700140,310.24,313.22,309.94,312.2117,79223813,888.12,897.94,880.1,882.51,15342518
2477.43,2507.54,2450.01,2460.6,5957350,311.11,313.0,309.08,311.31,68304792,889.88,895.75,858.44,864.27,8667226
2444.51,2488.645,2437.13,2481.415,2821697,317.23,321.275,317.16,319.27,122191709,877.84,886.52,866.2,885.335,7366347
2500.2,2530.0,2487.335,2522.8,3362615,320.22,323.41,319.63,323.25,64329574,919.0,950.0,909.16,948.45,26318875
2529.44,2626.43,2525.0,2603.39,9564493,320.3,323.2849,319.36,320.81,67642220,940.01,954.4399,923.931,941.5524,21496458
2645.0,2722.35,2626.26,2648.16,9144811,321.42,322.39,318.2209,319.01,84064921,991.88,1027.48,982.5,1024.974,17023324
2603.5,2671.38,2536.23,2558.47,5177179,311.46,312.15,300.01,300.62,182628939,990.2,1018.9599,972.11,972.41,29440376
2601.21,2621.4766,2566.0,2566.705,2752912,308.24,309.08,298.6,304.28,168502612,980.0,987.98,936.25,936.25,5885153
2526.6,2584.0,2508.0,2572.62,6856018,298.02,308.28,296.74,307.03,123098924,917.79,998.84,908.5,990.75,14933856
2620.0,2620.0,2576.0,2615.13,3175918,315.48,315.64,307.67,312.93,121907854,1011.85,1012.88,962.39,981.51,26814330
2647.5,2655.0,2631.82,2641.72,5090473,314.07,314.39,310.86,311.56,74047487,987.71,1005.0,982.571,990.56,9026154
2647.01,2659.64,2636.11,2655.0,2114206,310.005,312.3,309.51,311.74,64298819,1003.0,1019.2,994.4708,1004.02,18626163
2678.08,2697.43,2659.0,2671.86,8507797,314.17,314.38,306.53,308.56,111140318,1012.78,1015.9699,991.34,1000.57,7941809
2684.5,2713.98,2669.0,2712.0,2754781,307.99,311.05,306.75,310.68,64108242,999.95,1008.88,990.02,994.54,6108565
2726.02,2783.11,2718.04,2764.42,3945888,313.49,314.5,311.6101,312.03,59566038,998.88,1012.0,994.0101,1001.66,6015204
2780.0,2796.0,2721.0,2733.49,4148702,309.84,310.51,302.1,304.12,114533687,994.11,1000.8846,953.1414,960.85,10724665
2739.55,2756.23,2712.14,2756.16,2695963,303.47,307.64,301.28,307.31,78829599,954.27,985.98,937.15,985.98,8834648
2775.056,2782.5688,2688.0,2692.87,5446380,306.16,306.39,299.42,300.01,108141755,994.78,995.0,954.87,960.76,7736337
2690.01,2696.8,2630.08,2681.52,3895727,301.41,304.45,298.93,304.43,67646711,969.01,1010.0,948.5201,1009.89,8732336
2685.065,2769.63,2675.03,2756.09,3188724,303.99,310.2,303.82,308.57,84957211,1006.5,1087.69,1003.73,1079.0,16212153
2757.99,2895.0,2754.0,2879.2,6112148,309.57,311.89,309.07,310.57,61458161,1083.0,1135.33,1080.5,1119.54,12887738
2912.01,2955.56,2871.102,2887.56,6173373,314.24,315.7,311.51,312.18,58949794,1221.48,1228.0,1185.6,1208.8,15501212
2934.97,3059.88,2930.0,3057.16,6493685,316.37,317.68,315.56,316.99,51838455,1276.69,1377.79,1266.044,1371.0,18885360
3058.55,3069.55,2990.0,3000.12,4875944,315.38,317.52,313.37,313.72,71580669,1405.01,1429.5,1336.71,1389.69,20456393
3022.61,3083.97,3012.4302,3081.88,4687637,314.61,316.3,312.7,316.12,48600828,1405.0,1417.26,1311.34,1365.8054,15747236
3115.99,3193.88,3074.0017,3183.81,6101864,316.84,317.1,310.68,314.42,74219671,1396.99,1408.56,1351.28,1393.81,11159292
3191.76,3215.0,3135.7,3203.36,5135404,314.31,317.88,312.76,317.61,50032995,1396.0,1548.915,1376.0101,1546.01,22730537
3251.06,3344.29,3068.3901,3101.55,7304358,320.13,322.71,314.13,314.81,87626307,1659.0,1794.99,1471.1101,1494.1,37309610
3089.0,3127.38,2950.0,3084.02,6842135,313.3,319.76,312.0,318.89,79292036,1556.0,1590.0,1431.0,1516.385,21744713
3080.23,3098.35,2973.1802,3008.87,5493280,322.41,323.04,319.265,321.865,75854842,1543.0,1550.0,1457.0,1546.875,15414147
2971.06,3032.0,2918.23,2994.55,5979324,319.79,321.28,319.09,320.76,45895960,1477.16,1531.71,1466.0,1498.7701,13387034
3009.0,3024.0,2948.45,2961.47,4387781,321.88,322.57,319.735,321.67,53682925,1513.45,1537.51,1490.0,1500.45,8970942
3000.2,3201.3599,2994.017,3195.01,7081997,321.43,325.13,320.62,324.36,47626373,1519.01,1650.0,1488.0,1642.47,16357003
3232.49,3240.5757,3105.72,3141.43,5766866,326.45,326.93,323.94,324.96,49155550,1639.93,1675.0,1558.0,1567.58,15315602
3125.0,3150.0,3065.26,3100.23,3731096,324.62,327.2,324.5,326.82,76092164,1599.0,1626.42,1562.0,1590.58,11174728
3098.2712,3098.2712,2977.9639,2987.725,3491415,326.47,327.23,321.72,322.935,81505661,1678.95,1689.0,1502.64,1513.68,17448163
2930.0,3031.58,2888.0,3008.92,5356527,320.95,321.99,319.246,320.86,117984836,1416.01,1465.0,1366.54,1415.56,18634529
3062.0,3098.0,3015.77,3053.89,3843776,321.63,323.41,320.775,323.18,42586195,1435.0,1547.94,1413.0002,1539.91,15007344
3054.27,3077.0925,2995.76,2999.62,2874548,322.43,323.64,320.85,321.2,89313354,1504.0,1564.7,1474.42,1475.35,15010091
3030.99,3039.1592,2996.77,3034.27,2761363,322.12,325.73,322.075,325.09,87237532,1501.0,1534.81,1487.0,1499.99,9158146
3014.0,3092.0,3005.0,3052.65,4619962,321.9,324.41,319.64,323.98,106103025,1488.0,1513.24,1471.0,1487.42,7337598
3244.0,3246.82,3151.0,3164.68,7390222,325.9,326.61,321.33,326.55,129516546,1515.0,1517.05,1420.98,1432.0,11885250
3180.51,3184.0,3104.0,3111.42,3755142,328.32,329.62,327.73,328.76,71741125,1449.2,1509.81,1444.3844,1484.98,6757657
3101.21,3167.24,3101.21,3138.82,4498038,327.86,330.06,327.86,330.03,73684427,1495.01,1527.41,1462.0,1486.25,8233969
3143.77,3213.586,3127.3,3205.83,3729635,331.47,332.39,331.18,332.06,72846458,1492.99,1499.8384,1468.31,1485.18,4824461
3194.36,3247.47,3165.43,3224.35,3776929,331.4799,334.46,331.13,334.31,76900649,1490.83,1517.31,1477.26,1489.69,5817775
3224.01,3240.81,3140.6726,3165.75,3698110,333.28,334.88,332.3,334.55,98710236,1499.5365,1499.75,1415.01,1453.1,8707648
3134.66,3155.33,3101.52,3149.87,2275412,335.12,335.77,332.955,335.55,67942292,1427.54,1439.99,1385.84,1419.0,6238730
3113.2,3159.22,3073.0,3080.67,3384016,336.85,337.54,332.01,332.82,118234337,1396.0,1420.0,1365.0,1374.0,7081523
3108.0,3174.385,3101.42,3161.0,3099388,335.44,338.28,332.8377,337.42,91230107,1470.0,1585.0,1435.0,1554.423,21016580
3182.99,3217.521,3155.0,3161.02,2859738,336.61,338.2514,335.83,336.86,72475270,1611.0,1651.18,1567.26,1620.71,19063440
3178.18,3178.2356,3120.0,3148.0,2453638,336.41,337.42,335.65,336.86,83898075,1664.99,1668.8,1626.64,1651.5,11738513
3173.12,3194.97,3154.1775,3181.16,2307380,337.94,338.34,336.8517,337.88,56151840,1677.0,1845.86,1672.83,1835.86,19482112
3212.0,3320.0,3205.8186,3312.49,5011644,338.34,339.1,336.61,338.62,66539876,1898.99,1923.9,1845.11,1888.11,15300121
3303.01,3315.9,3256.0,3260.15,3836717,339.05,339.61,336.62,337.22,115453214,1865.0,1911.0,1841.21,1879.0,11776286
3252.0,3312.62,3238.0,3296.05,3010116,335.36,338.8,335.22,338.25,71552086,1860.68,2021.99,1857.06,2001.3,20432043
3295.0,3314.3962,3275.39,3284.59,3298563,337.92,339.72,337.55,339.44,85164214,2044.76,2095.49,2025.05,2050.0,20572968
3310.15,3380.315,3257.5608,3307.45,4293678,342.12,343.0,339.4504,342.94,79073131,2126.275,2129.0,1927.52,2015.695,19295383
3294.99,3357.4,3267.0,3346.05,3781529,343.53,344.21,342.27,344.0999,64468899,1974.89,2027.95,1968.0,2024.09,10051608
3351.11,3451.7388,3344.5674,3442.06,6420990,344.76,347.86,344.17,347.56,87596268,2060.0,2166.0,2053.6292,2151.93,13768358
3450.05,3453.0,3378.0,3400.7,3948873,348.51,349.9,346.53,348.29,103934256,2180.46,2295.6,2142.5,2239.76,23059123
3423.0,3433.3699,3386.5,3401.8,2555139,349.44,350.72,348.15,350.54,84439190,2295.12,2318.49,2186.52,2213.52,19360294
3408.99,3495.0,3405.0,3441.91,3853016,350.35,351.3,349.09,349.34,103053041,444.61,500.14,440.11,498.51,111197923
3489.58,3513.87,3467.0,3500.47,3176312,350.21,352.69,349.24,352.56,92440865,502.14,502.49,470.51,475.04,81257715
3547.0,3552.25,3486.685,3529.34,3607645,354.67,358.75,353.43,357.68,125347727,478.99,479.04,405.1206,447.245,92367647
3485.0,3488.41,3303.0,3369.17,7553385,355.87,356.38,342.59,345.41,254965602,407.23,431.8,402.0,407.0,80478522
3318.0,3381.5,3111.13,3294.62,8364379,346.13,347.83,334.87,342.6,238539213,402.81,428.0,372.0201,417.9307,101060529
3144.0,3250.845,3130.0,3149.84,5531793,336.71,342.64,332.88,333.26,196953429,356.0,368.74,329.88,330.02,103446741
3202.99,3303.175,3185.0,3268.27,4679433,337.55,342.46,336.61,339.76,156548054,356.6,369.0,341.51,366.21,73161075
3336.52,3349.89,3170.55,3176.12,4143393,342.15,342.53,332.85,333.92,148070421,387.72,398.99,360.56,370.5,67341190
3208.69,3217.3408,3083.98,3117.28,4802863,335.82,336.97,331.0,334.08,140223556,381.94,382.5,360.5,372.4101,58016059
3172.9373,3187.39,3096.0,3102.97,4155895,337.49,340.38,334.2208,338.42,110083883,380.95,420.0,373.3,419.765,79130201
3136.16,3175.02,3108.92,3153.28,3623915,341.12,342.02,338.4683,340.15,43908367,436.56,461.94,430.7,449.38,93230923
3179.99,3187.238,3074.15,3077.14,4013159,341.51,343.06,338.52,338.81,70521698,439.87,457.79,435.31,441.76,68279651
3009.25,3029.432,2972.55,3010.56,5878006,333.56,337.6996,332.991,335.86,80778657,415.6,437.79,408.0001,423.43,72114062
3031.74,3037.8,2905.54,2952.64,7048417,335.37,335.49,327.97,330.69,88780313,447.94,451.0,428.8,440.9701,79958470
2906.5,2962.0,2871.0,2962.0,5556010,325.7,327.09,321.73,327.0,86591719,453.13,455.68,407.07,449.41,100472833
3033.835,3133.99,3000.2,3129.0,6434345,328.57,330.9,325.86,330.33,55495234,429.6,437.76,417.6001,423.974,66208306
3120.43,3126.999,2992.376,2997.44,5139526,330.9,331.2,322.1,322.66,78352297,405.16,412.15,375.8801,380.3885,88358954
2977.79,3069.3,2965.0,3018.58,5243062,321.22,326.797,319.8,323.52,69365554,363.8,399.5,351.3,387.63,93527446
3054.86,3101.54,2999.0,3094.65,4132029,322.58,329.58,321.64,328.69,59224994,393.47,408.7323,391.3,407.18,64600754
3148.85,3175.04,3117.1685,3175.04,3460095,333.22,334.96,332.15,334.2,55126711,424.62,428.08,415.55,421.0602,46468845
3175.39,3188.26,3132.54,3142.92,2988446,333.97,334.77,331.6209,332.39,40442428,416.0,428.5,411.6,418.99,47939292
3141.14,3212.88,3133.99,3147.425,4021286,333.09,338.29,332.88,334.89,78401575,421.32,433.93,420.47,428.97,45355318
3208.0,3224.0,3172.0,3222.01,4447323,337.69,338.74,335.01,337.03,77057063,440.76,448.88,434.42,447.81,46917693
3153.63,3195.7964,3123.0,3125.93,4742517,331.7,337.0126,331.19,333.87,72797429,421.39,439.13,415.0,415.2699,64001779
3145.84,3202.53,3140.85,3199.2,3257694,336.06,339.96,336.01,339.73,38540997,423.35,433.64,419.33,425.5,42071439
3165.0,3182.0,3090.0,3099.29,4281272,339.92,342.17,334.38,334.94,74231873,423.79,428.7799,406.05,413.7001,46076914
3135.0,3200.0,3132.385,3192.51,3910789,338.12,341.63,338.09,340.73,40579189,419.87,429.9,413.845,425.19,40832057
3225.0,3233.2944,3174.99,3190.55,2837992,342.85,343.85,341.86,343.73,35858727,438.44,439.0,425.3,425.92,38297823
3210.0,3288.99,3197.83,3287.82,4342333,345.56,347.35,344.89,346.84,45969566,430.13,434.5899,426.4601,433.96,27687361
3349.94,3496.24,3339.55,3442.93,7483386,349.59,354.02,349.06,352.43,61163344,442.0,448.74,438.58,442.0,36564876
3467.09,3492.38,3424.217,3442.64,4939710,352.28,352.4651,349.09,350.15,62272512,443.5,448.89,436.6,446.65,32501386
3448.9,3464.88,3340.0,3363.05,5167878,350.75,351.93,347.14,347.97,47281475,449.78,465.9,447.35,461.47,45481608
3292.01,3355.88,3280.0,3338.62,4399240,343.71,348.02,343.13,347.51,50665477,450.3,456.57,442.5,448.88,33286568
3362.64,3399.6606,3160.0,3160.0,5426210,348.96,350.75,347.1,347.25,62467863,454.48,455.9499,438.85,439.91,30604148
3299.61,3329.0,3192.735,3207.3,4104388,348.62,349.33,341.04,342.02,51690440,446.24,447.0,428.87,430.83,30760868
3222.28,3266.0,3192.01,3216.26,3900027,343.46,346.88,342.64,343.34,48206853,431.75,431.75,419.0501,421.97,29334383
3206.26,3233.875,3160.0,3183.6,3568927,343.33,345.67,342.4,342.69,46745662,422.7,432.95,421.25,422.5,22771969
3188.41,3198.75,3121.955,3177.4,3584321,342.96,345.24,340.65,344.63,45094573,442.07,445.23,424.51,425.9,36750565
3189.48,3205.33,3140.0,3204.64,3013885,345.93,345.99,343.13,345.76,38718140,421.84,422.8859,407.3801,420.615,31969114
3199.63,3282.98,3153.3,3207.32,5228634,342.13,342.98,335.62,339.415,79491839,411.63,425.76,410.0,420.28,26973706
3224.94,3291.66,3211.3,3287.92,3742219,339.76,340.12,337.99,338.25,50634843,423.76,430.5,420.1,424.471,21007688
3249.29,3264.02,3162.47,3162.49,4840893,332.1,338.2483,326.13,326.67,107939571,416.48,418.6,406.0,406.0,23252693
3201.27,3257.25,3164.0,3212.79,5352688,326.91,333.395,325.09,329.99,74362731,409.96,418.06,406.46,410.64,20826471
3157.75,3167.004,3019.0,3036.13,7556383,328.28,329.69,322.6,326.53,93413096,406.8954,407.5915,379.11,388.04,40305209
3061.74,3079.705,2950.395,3004.48,6469197,330.2,332.36,327.24,330.21,69167640,394.0,406.9799,392.3,400.51,26759798
3018.53,3074.9,2980.98,3046.25,4399819,333.69,338.25,330.2935,335.97,74330624,409.73,427.77,406.69,423.74,32428696
3159.99,3244.85,3139.73,3241.16,5771116,340.86,347.94,339.59,343.495,101560371,430.62,435.4,417.1,420.91,29547113
3319.97,3366.8,3288.88,3322.0,4939019,349.25,352.19,348.86,350.21,67420157,428.3,440.0,424.0001,438.09,26009397
3304.64,3322.0,3232.0,3310.41,4119260,349.93,351.51,347.65,350.19,58137413,436.1,436.57,424.28,429.92,20292375
3231.03,3289.0,3112.1057,3141.34,5888038,363.97,364.38,354.06,354.54,140613847,439.5,452.5,421.0,421.39,31208837
3095.02,3114.0,3019.483,3035.18,5767971,353.49,355.18,350.51,354.07,69143380,420.09,420.09,396.0301,410.41,28649493
3061.78,3139.145,3050.0,3136.81,3575504,356.4,357.56,355.06,356.62,45627772,416.56,418.695,410.58,417.13,16073615
3159.95,3175.88,3086.05,3110.2,3797585,355.58,356.7182,351.26,353.28,57393573,415.05,423.0,409.52,411.73,18736964
3122.0,3141.7227,3085.39,3134.09,3101035,355.27,357.81,354.71,357.33,34319763,410.85,412.5319,401.66,406.78,17007748
3093.2,3142.7,3072.685,3132.99,3314168,360.98,362.49,359.59,362.43,55926517,408.93,412.45,404.0868,408.09,17531777
3183.5444,3189.25,3135.26,3135.66,2931983,359.97,361.92,358.34,360.64,54021793,460.17,462.0,433.01,441.57,57792306
3134.0,3140.0,3105.1,3105.1,2625670,360.91,361.5,356.24,356.29,57605438,448.35,496.0,443.5001,486.64,75901661
3105.31,3125.0,3080.92,3114.41,2667000,355.61,358.18,354.15,357.76,47610697,492.0,508.6112,487.57,499.16,59759624
3117.02,3132.89,3098.0457,3099.205,2850532,357.5,357.72,355.25,355.34,47947194,497.99,502.5,489.06,489.44,31084668
3116.6985,3139.745,3065.46,3100.18,4234476,357.28,358.79,354.865,357.47,49938331,503.5,526.0,501.79,521.67,46506862
3100.5,3134.25,3086.258,3116.86,3305787,360.21,363.805,359.29,363.19,49862168,540.4,559.99,526.2,555.86,49296561
3141.87,3198.0,3140.26,3184.82,3478095,363.13,363.16,361.48,362.65,35309156,550.06,574.0,545.37,574.0,45026821
3211.26,3216.19,3190.05,3195.95,2179416,363.84,364.18,362.58,363.65,46840189,581.16,598.78,578.45,585.75,34800710
3208.48,3228.39,3125.55,3168.03,3492689,362.83,363.12,359.17,362.0,67154075,602.21,607.8,554.51,566.48,56072877
3188.5,3248.95,3157.18,3220.08,4192750,365.57,367.68,364.93,365.97,64527332,597.59,597.85,572.05,585.19,37313883
3221.65,3232.0,3173.26,3203.75,2776516,364.82,366.96,364.2,366.7599,37323404,556.44,571.54,541.21,568.8,42857218
3205.46,3228.64,3181.31,3188.66,2578482,366.68,368.19,365.5,366.6698,52905586,590.02,598.97,582.43,593.28,38701927
3198.21,3198.21,3158.76,3163.49,2651712,367.32,369.85,367.22,369.83,40264568,591.01,599.0,585.5,599.0,27209889
3156.48,3180.76,3141.69,3158.77,2291149,369.02,369.62,367.72,369.12,40456544,604.9197,648.7856,603.05,642.0,52961574
3158.9,3184.13,3120.02,3176.64,2985433,367.72,370.78,367.67,370.1599,32702217,625.505,651.28,618.5,649.88,57528420
3167.89,3174.43,3088.0,3101.35,3743779,370.88,371.05,365.95,366.89,60700254,653.69,654.32,588.0,604.17,68444975
3088.99,3142.1,3076.0,3100.07,2616777,365.37,367.86,364.43,366.72,47851654,574.37,627.75,566.34,627.33,62320233
3096.66,3118.67,3072.82,3116.41,2829892,364.9,366.7402,363.26,366.28,47917103,615.01,624.0,596.8,610.0,44794782
3143.0,3190.47,3126.0,3156.97,3595275,368.64,369.8,364.47,364.61,54732478,619.0,642.7499,610.2001,639.79,50301458
3181.01,3188.5,3130.49,3166.45,2911200,367.4,369.5798,365.92,369.57,50997562,643.28,646.9,623.8,632.48,43018484
3176.01,3247.0,3163.68,3240.96,3845903,369.82,371.16,368.8676,370.14,47524603,628.23,632.5,605.0,622.67,40524638
3250.0,3263.51,3221.0,3237.015,3037171,371.94,372.46,371.05,372.21,50863245,628.19,658.82,619.5,655.725,53416582
3243.99,3249.42,3171.6,3201.07,4186849,370.97,371.15,367.02,369.13,89156141,668.9,684.75,628.54,664.99,104496947
3200.01,3226.9666,3166.0,3205.74,3242075,364.97,378.46,362.03,367.93,73946581,666.24,668.5,646.07,649.78,52689689
3202.8435,3222.0,3180.08,3206.52,2098711,368.21,368.3317,366.03,367.22,41116443,648.0,649.88,614.23,640.09,49801682
3205.0,3210.13,3184.17,3186.73,1836532,368.28,369.62,367.2172,367.53,37537811,632.2,651.4999,622.5701,645.98,31228561
3193.9,3202.0,3169.0,3171.16,1379521,368.08,369.01,367.45,368.9899,21047937,642.99,666.09,641.0,661.66,22073561
3194.0,3304.0,3172.69,3283.96,5387557,371.74,372.59,371.07,372.14,31589494,674.51,681.4,660.8,663.77,29644945
3309.94,3350.65,3281.223,3320.71,4605698,373.81,374.0,370.83,371.48,45214280,661.0,669.9,655.0,665.98,21166506
3341.0,3342.1,3282.47,3285.85,2897643,372.34,373.1,371.57,371.93,40295732,672.0,696.6,668.3603,694.71,41421498
